1,1,678,275,48,10,1
2,1,676,275,47,11,1
3,1,673,274,47,11,1
4,1,671,274,46,11,1
5,1,669,274,45,11,1
6,1,666,275,44,11,1
7,1,664,275,43,11,1
8,1,661,275,43,11,1
9,1,659,276,42,10,1
10,1,656,276,41,11,1
11,1,654,276,41,11,1
12,1,651,277,40,10,1
13,1,649,277,39,10,1
14,1,646,277,39,11,1
15,1,644,278,38,10,1
16,1,642,278,37,10,1
17,1,639,278,37,10,1
18,1,637,278,36,10,1
19,1,634,279,35,10,1
20,1,632,279,35,10,1
21,1,633,279,34,10,1
22,1,635,279,33,10,1
23,1,638,279,32,10,1
24,1,643,280,31,9,1
25,1,649,280,30,9,1
26,1,655,280,29,9,1
27,1,661,280,28,9,1
28,1,668,280,25,9,1
29,1,672,280,28,9,1
30,1,676,279,32,10,1
31,1,679,279,37,10,1
32,1,683,278,42,11,1
33,1,688,278,46,11,1
34,1,693,277,49,11,1
35,1,701,277,50,11,1
36,1,710,276,49,11,1
37,1,719,276,47,10,1
38,1,729,275,46,10,1
39,1,738,275,45,9,1
40,1,748,274,45,9,1
41,1,758,273,46,10,1
42,1,765,272,47,10,1
43,1,769,271,48,10,1
44,1,770,270,49,11,1
45,1,771,269,50,11,1
46,1,771,269,51,10,1
47,1,769,268,52,10,1
48,1,766,267,52,11,1
49,1,762,266,52,11,1
50,1,755,265,53,11,1
51,1,747,264,53,11,1
52,1,740,263,52,11,1
53,1,731,262,53,12,1
54,1,722,261,53,12,1
55,1,714,260,53,12,1
56,1,705,259,53,12,1
57,1,697,258,53,12,1
58,1,689,257,52,12,1
59,1,679,256,52,12,1
60,1,671,255,52,13,1
61,1,663,254,51,13,1
62,1,653,253,51,13,1
63,1,643,251,51,14,1
64,1,633,250,51,14,1
65,1,623,249,52,14,1
66,1,613,248,52,14,1
67,1,602,247,52,14,1
68,1,592,246,53,14,1
69,1,581,244,53,15,1
70,1,570,243,55,15,1
71,1,558,242,56,15,1
72,1,547,241,57,15,1
73,1,536,239,58,16,1
74,1,525,238,60,16,1
75,1,520,237,60,15,1
76,1,519,236,61,15,1
77,1,520,234,61,16,1
78,1,523,233,61,16,1
79,1,528,231,62,17,1
80,1,536,230,61,17,1
81,1,545,229,61,16,1
82,1,558,227,60,17,1
83,1,571,226,60,17,1
84,1,583,224,59,18,1
85,1,597,223,59,17,1
86,1,609,221,60,18,1
87,1,623,220,60,17,1
88,1,637,219,60,17,1
89,1,649,217,61,18,1
90,1,662,216,62,17,1
91,1,675,214,63,18,1
92,1,689,213,64,17,1
93,1,703,211,64,17,1
94,1,716,209,66,18,1
95,1,727,208,70,18,1
96,1,740,205,74,19,1
97,1,751,203,79,20,1
98,1,763,201,85,21,1
99,1,774,199,91,23,1
100,1,785,196,96,25,1
101,1,795,193,100,29,1
102,1,808,191,96,31,1
103,1,822,191,88,31,1
104,1,833,192,79,30,1
105,1,838,193,70,29,1
106,1,833,194,72,29,1
107,1,824,194,76,30,1
108,1,813,195,78,30,1
109,1,799,196,79,30,1
110,1,785,197,79,30,1
111,1,768,198,78,30,1
112,1,749,199,76,30,1
113,1,731,200,74,30,1
114,1,715,201,71,30,1
115,1,696,202,68,30,1
116,1,678,204,66,29,1
117,1,661,205,63,29,1
118,1,644,206,61,29,1
119,1,625,207,59,29,1
120,1,606,208,60,29,1
121,1,586,210,59,28,1
122,1,567,211,60,28,1
123,1,549,212,62,28,1
124,1,529,213,64,28,1
125,1,510,214,65,28,1
126,1,492,215,66,28,1
127,1,474,216,66,27,1
128,1,457,217,67,27,1
129,1,441,218,66,27,1
130,1,423,219,64,26,1
131,1,408,220,61,26,1
132,1,385,220,69,27,1
133,1,358,220,83,27,1
134,1,337,220,94,28,1
135,1,320,220,104,27,1
136,1,315,220,104,26,1
137,1,315,221,100,23,1
138,1,320,222,94,20,1
139,1,326,222,90,19,1
140,1,335,221,87,18,1
141,1,347,220,83,18,1
142,1,359,219,82,17,1
143,1,371,217,83,18,1
144,1,383,216,85,18,1
145,1,395,214,86,19,1
146,1,409,213,86,19,1
147,1,422,211,87,20,1
148,1,437,209,87,20,1
149,1,450,207,87,21,1
150,1,464,206,87,21,1
151,1,480,204,87,22,1
152,1,496,202,86,22,1
153,1,513,200,86,23,1
154,1,531,198,85,23,1
155,1,547,196,84,24,1
156,1,565,193,85,25,1
157,1,585,191,86,26,1
158,1,602,189,88,26,1
159,1,623,187,89,26,1
160,1,641,184,91,28,1
161,1,661,182,94,28,1
162,1,680,179,99,29,1
163,1,698,177,103,29,1
164,1,715,174,107,30,1
165,1,726,171,110,31,1
166,1,730,168,113,32,1
167,1,730,165,114,33,1
168,1,726,162,117,34,1
169,1,719,159,117,35,1
170,1,708,155,117,37,1
171,1,692,152,117,37,1
172,1,675,148,116,39,1
173,1,656,145,115,39,1
174,1,636,141,115,41,1
175,1,615,137,116,42,1
176,1,591,133,118,44,1
177,1,567,129,120,45,1
178,1,544,125,123,46,1
179,1,517,120,125,48,1
180,1,489,115,132,50,1
181,1,463,111,139,51,1
182,1,434,106,146,53,1
183,1,405,101,153,55,1
184,1,373,95,162,58,1
185,1,340,89,171,60,1
186,1,304,83,181,62,1
187,1,268,77,192,64,1
188,1,232,70,202,67,1
189,1,192,63,215,70,1
190,1,150,56,228,73,1
191,1,110,49,240,76,1
192,1,88,42,249,79,1
193,1,76,34,257,82,1
194,1,71,26,264,85,1
195,1,72,17,269,90,1
196,1,82,7,273,94,1
197,1,99,0,275,96,1
198,1,125,0,275,90,1
199,1,154,0,274,85,1
200,1,187,0,271,80,1
201,1,223,0,269,74,1
202,1,258,0,266,67,1
203,1,300,0,261,60,1
204,1,339,0,257,54,1
205,1,386,0,249,47,1
206,1,436,0,255,40,1
207,1,491,0,267,33,1
208,1,553,0,280,24,1
209,1,615,0,293,16,1
210,1,669,0,322,10,1
211,1,716,0,365,5,1
212,1,769,0,418,2,1
213,1,833,0,442,1,1
214,1,100,100,300,200,1
215,1,915,0,364,14,1
216,1,927,0,352,19,1
217,1,929,0,350,24,1
218,1,924,0,355,30,1
219,1,912,0,367,37,1
220,1,895,0,376,43,1
221,1,871,0,349,49,1
222,1,840,0,322,56,1
223,1,809,0,299,62,1
224,1,777,0,276,69,1
225,1,748,0,258,75,1
226,1,718,0,240,81,1
227,1,688,0,223,87,1
228,1,663,0,209,92,1
229,1,639,0,196,97,1
230,1,605,2,191,101,1
231,1,576,10,188,98,1
232,1,545,18,185,95,1
233,1,518,24,182,93,1
